time_ms,x,y,z,yaw_deg,pitch_deg,roll_deg,jam1_on,jam2_on,jam_db1,jam_db2
64600,7080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
64800,7040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
65000,7000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
65200,6960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
65400,6920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
65600,6880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
65800,6840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
66000,6800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
66200,6760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
66400,6720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
66600,6680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
66800,6640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
67000,6600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
67200,6560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
67400,6520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
67600,6480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
67800,6440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
68000,6400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
68200,6360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
68400,6320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
68600,6280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
68800,6240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
69000,6200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
69200,6160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
69400,6120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
69600,6080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
69800,6040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
70000,6000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
70200,5960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
70400,5920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
70600,5880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
70800,5840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
71000,5800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
71200,5760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
71400,5720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
71600,5680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
71800,5640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
72000,5600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
72200,5560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
72400,5520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
72600,5480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
72800,5440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
73000,5400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
73200,5360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
73400,5320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
73600,5280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
73800,5240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
74000,5200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
74200,5160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
74400,5120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
74600,5080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
74800,5040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
75000,5000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
75200,4960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
75400,4920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
75600,4880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
75800,4840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
76000,4800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
76200,4760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
76400,4720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
76600,4680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
76800,4640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
77000,4600.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
77200,4560.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
77400,4520.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
77600,4480.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
77800,4440.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
78000,4400.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
78200,4360.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
78400,4320.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
78600,4280.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
78800,4240.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
79000,4200.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
79200,4160.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
79400,4120.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
79600,4080.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
79800,4040.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
80000,4000.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
80200,3960.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
80400,3920.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
80600,3880.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
80800,3840.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
81000,3800.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
81200,3760.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
81400,3720.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
81600,3680.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
81800,3640.0,0.0,1000.0,270.0,0.0,0.0,1,0,-11.5,-11.5
82000,3600.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
82200,3640.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
82400,3680.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
82600,3720.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
82800,3760.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
83000,3800.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
83200,3840.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
83400,3880.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
83600,3920.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
83800,3960.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
84000,4000.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
84200,4040.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
84400,4080.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
84600,4120.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
84800,4160.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
85000,4200.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
85200,4240.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
85400,4280.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
85600,4320.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
85800,4360.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
86000,4400.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
86200,4440.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
86400,4480.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
86600,4520.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
86800,4560.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
87000,4600.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
87200,4640.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
87400,4680.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
87600,4720.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
87800,4760.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
88000,4800.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
88200,4840.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
88400,4880.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
88600,4920.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
88800,4960.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
89000,5000.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
89200,5040.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
89400,5080.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
89600,5120.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
89800,5160.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
90000,5200.0,0.0,1000.0,90.0,0.0,0.0,1,0,-11.5,-11.5
